아파트ID,아파트명,지번주소,위도,경도,세대수,임대수,동수,주차대수,용적률,건폐율,건설사
9060,삼백훼미리타운,서울시 강서구 화곡동 915-16,37.52881,126.843562,23,0,1,19,391,59,삼백종합건설
9092,삼성,서울시 강서구 화곡동 854-1,37.52933,126.85535,20,0,1,20,302,41,(주)이래종합건설
110036,삼성다빈치(도시형),서울시 강서구 화곡동 917-14,37.529398,126.843779,104,0,1,52,445,59,(주)공릉종합건설
11380,삼성아트빌,서울시 강서구 화곡동 866-10,37.534217,126.856546,22,0,3,16,0,0,
25519,삼성홈타운,서울시 강서구 화곡동 911-10,37.52759,126.8436,19,0,1,19,229,44,(주)동찬건설
22716,삼우,서울시 강서구 화곡동 1088-8,37.537869,126.835626,14,0,1,14,199,31,(주)효천종합건설
112412,삼익플로리아,서울시 강서구 화곡동 900-39,37.52962,126.845337,10,0,1,4,372,59,(주)태찬건설
104142,삼호,서울시 강서구 화곡동 346-19,37.53097,126.845169,11,0,1,8,223,49,삼호
120932,삼화빌리지(도시형),서울시 강서구 화곡동 403-8,37.539961,126.841997,20,0,1,5,197,54,오성종합건설(주)
103197,상진지오벨리,서울시 강서구 화곡동 1160,37.534931,126.859647,36,0,1,36,199,36,RTN상진종합건설(주)
124362,서경팰리스,서울시 강서구 화곡동 24-345,37.548458,126.847351,18,0,1,9,414,59,주식회사 서현종합건설
17838,서광프리메라,서울시 강서구 화곡동 981-1,37.550315,126.848843,75,0,1,145,647,59,(주)서광건설산업
10428,서림골드,서울시 강서구 화곡동 111-149,37.545161,126.842359,19,0,1,23,211,34,세온종합건설(주)
144440,서명더퍼스트(도시형),서울시 강서구 화곡동 1026-25,37.544968,126.837567,12,0,1,8,247,49,주식회사우솔산업개발
9009,서부인터빌,서울시 강서구 화곡동 1074-18,37.54084,126.83946,48,0,1,54,485,59,서부종합건설(주)
103066,서현(도시형),서울시 강서구 화곡동 403-9,37.539815,126.842011,28,0,1,6,192,59,주식회사 삼경씨엔씨
144680,선경하이츠(도시형),서울시 강서구 화곡동 367-67,37.538114,126.842522,20,0,1,12,249,49,(주)성운종합건설
100545,성광1차,서울시 강서구 화곡동 343-37,37.531299,126.846023,12,0,1,12,388,59,평안종합건설(주)
104707,성광2차,서울시 강서구 화곡동 343-38,37.531143,126.846035,13,0,1,11,382,56,주식회사아름건설
13162,성삼하이츠,서울시 강서구 화곡동 1142,37.534109,126.863099,31,0,1,31,250,36,성삼하이츠종합건설(주)
109164,성재,서울시 강서구 화곡동 938-25,37.529999,126.839866,14,0,1,10,445,58,서해종합건설(주)
110891,성재세인트(도시형),서울시 강서구 화곡동 342-83,37.530952,126.847952,20,0,1,5,386,59,성재캐슬종합건설(주)
121199,성재센트리움(143-11),서울시 강서구 화곡동 143-11,37.541262,126.84194,48,0,1,28,407,51,주식회사마성
113531,성재센트리움(143-6),서울시 강서구 화곡동 143-6,37.541308,126.841751,66,0,2,26,367,53,(주)공릉종합건설
115803,성재센트리움(343-35),서울시 강서구 화곡동 343-35,37.531528,126.845978,49,0,1,21,320,59,(주)남양종합건설
115781,성재센트리움(918-38),서울시 강서구 화곡동 918-38,37.530153,126.844362,36,0,1,21,597,59,(주)공릉종합건설
107761,세교예지안(도시형),서울시 강서구 화곡동 925-19,37.529402,126.842376,26,0,1,5,414,55,
122538,세교예지안2차(도시형),서울시 강서구 화곡동 925-11,37.529601,126.842586,24,0,1,6,438,59,(주)세교종합건설
121926,세교예지안5차,서울시 강서구 화곡동 914-32,37.529143,126.844438,29,0,1,18,448,57,(주)세교종합건설
122174,세교예지안6차(도시형),서울시 강서구 화곡동 924-15,37.529122,126.84156,24,0,1,14,449,51,(주)세교종합건설
110577,"세림(899-2,도시형)",서울시 강서구 화곡동 899-2,37.530292,126.846707,38,0,1,23,442,59,(주)세림코리아
124790,세림(917-4),서울시 강서구 화곡동 917-4,37.529843,126.844072,27,0,1,22,449,58,주식회사 세림코리아
145641,세림팰리체,서울시 강서구 화곡동 346-9,37.532295,126.84495,9,0,1,5,199,57,주식회사 세림코리아
15967,세양,서울시 강서구 화곡동 453-5,37.533561,126.852099,18,0,2,13,0,0,세양종합건설(주)
145046,센트럴파크,서울시 강서구 화곡동 900-47,37.529862,126.844936,36,0,1,24,448,49,원진종합건설주식회사
25371,송민,서울시 강서구 화곡동 900-44,37.52992,126.84514,10,0,1,6,232,59,(주)동찬건설
12871,송이,서울시 강서구 화곡동 1130-1,37.552252,126.854392,19,0,1,19,370,46,
23199,수산동우,서울시 강서구 화곡동 1018-32,37.543557,126.83315,37,0,1,41,239,35,수산건설(주)
16885,수정,서울시 강서구 화곡동 166-20,37.535955,126.851473,10,0,1,8,223,49,직영
142958,수피아(도시형),서울시 강서구 화곡동 920-11,37.529945,126.842072,8,0,1,4,392,57,주식회사조인테크건설
145538,슈프림더하이움(도시형),서울시 강서구 화곡동 886-8,37.528665,126.852116,40,0,1,0,299,0,슈프림종합건설(주)
121192,스위트132드림하우스(도시형),서울시 강서구 화곡동 900-32,37.52983,126.845364,96,0,1,21,436,49,(주)흥안종합건설
125258,스위트드림,서울시 강서구 화곡동 1168,37.543953,126.836237,42,0,1,27,199,59,주식회사 스위트드림종합건설
117225,스위트벨리,서울시 강서구 화곡동 404-2,37.539045,126.84276,12,0,1,12,199,43,(주)세이코하우징
114978,스카이(도시형),서울시 강서구 화곡동 924-10,37.52949,126.841721,24,0,1,8,413,55,용호종합건설(주)
120595,스페이스(도시형),서울시 강서구 화곡동 920-5,37.530139,126.84243,44,0,1,11,598,59,(주)세림코리아
104000,승윤노블리안,서울시 강서구 화곡동 916-14,37.529651,126.842972,24,0,1,33,378,44,승윤종합건설(주)
13669,신도금잔디,서울시 강서구 화곡동 1138,37.529416,126.855771,40,0,1,45,312,38,(주)신도종합건설
9878,신세계1차,서울시 강서구 화곡동 1008-30,37.54754,126.83451,10,0,1,10,250,54,
9065,신세계2차,서울시 강서구 화곡동 1009-6,37.547353,126.834324,15,0,1,18,290,40,덕현건설
13885,신영,서울시 강서구 화곡동 488-50,37.539605,126.858088,18,0,1,18,257,45,(주)신영 티오피종합건설
13331,신원,서울시 강서구 화곡동 24-124,37.545962,126.845904,10,0,1,8,303,59,(주)엠지
114876,신원센스빌,서울시 강서구 화곡동 24-176,37.544944,126.847253,13,0,1,8,316,59,(주)엠지
9034,신일골드빌,서울시 강서구 화곡동 1012-1,37.54693,126.83519,40,0,1,44,262,38,신일라이프건설(주)
141124,신흥뜨란채(도시형),서울시 강서구 화곡동 105-142,37.540248,126.842138,29,0,2,23,196,49,탑엔탑종합건설(주)
105907,쌍용(도시형),서울시 강서구 화곡동 504-46,37.536381,126.860428,14,0,1,11,199,59,(주)시동이앤지
142363,아녜스타워4(도시형),서울시 강서구 화곡동 914-37,37.529253,126.844713,54,0,1,6,449,48,(주)원엔원종합건설
109113,아델리아I(도시형),서울시 강서구 화곡동 24-140,37.545336,126.846373,28,0,1,6,379,59,오성종합건설(주)
109115,아델리아III(도시형),서울시 강서구 화곡동 24-136,37.545468,126.846077,29,0,1,7,377,59,오성종합건설(주)
109114,아델리아ll(도시형),서울시 강서구 화곡동 24-139,37.545406,126.846236,29,0,1,7,375,59,오성종합건설(주)
134006,아델리아Ⅳ(도시형),서울시 강서구 화곡동 24-135,37.545573,126.845918,20,0,1,6,361,59,오성종합건설(주)
114077,아델리아Ⅴ(도시형),서울시 강서구 화곡동 105-370,37.541448,126.842269,16,0,1,3,345,57,오성종합건설(주)
145263,"아인스빌(29-41,도시형)",서울시 강서구 화곡동 29-41,37.546786,126.847717,12,0,1,4,419,59,(주)시동이앤지
137753,"아인스빌(46-221,도시형)",서울시 강서구 화곡동 46-221,37.544798,126.847458,12,0,1,4,388,59,(주)장안건설
132407,아줄리움(도시형),서울시 강서구 화곡동 875-9,37.530576,126.853232,19,0,1,12,176,59,주식회사일성종합건설
109943,양용아네스,서울시 강서구 화곡동 472-13,37.536523,126.857496,30,0,2,30,0,0,양용건설주식회사
123875,양지샤인,서울시 강서구 화곡동 899-21,37.530162,126.84606,24,0,1,16,416,58,주식회사우솔산업개발
117982,에스알빌(도시형),서울시 강서구 화곡동 925-3,37.529595,126.842737,29,0,1,9,432,59,(주)에스앤씨건설
105905,에스엠벨리체(도시형),서울시 강서구 화곡동 814-2,37.536089,126.860037,10,0,1,8,199,52,(주)상원티에스
130531,에스엠케이,서울시 강서구 화곡동 938-23,37.529986,126.839504,27,0,1,16,593,59,용우종합건설(주)
118310,에스타워,서울시 강서구 화곡동 900-28,37.529702,126.845633,18,0,1,9,415,59,(주) 아리아 건설
25272,에이원,서울시 강서구 화곡동 392-58,37.532226,126.849155,8,0,1,8,199,57,(주)세이코하우징
142254,에이원,서울시 강서구 화곡동 46-120,37.54498,126.848145,18,0,2,16,0,0,
143297,엔에스타운(도시형),서울시 강서구 화곡동 368-32,37.537187,126.839281,20,0,1,14,249,38,(주)세담종합건설
116215,엔프라2차(도시형),서울시 강서구 화곡동 918-25,37.530341,126.845164,44,0,1,10,599,59,(주)세림코리아
108259,엠타워,서울시 강서구 화곡동 899-29,37.5304,126.8458,56,0,1,10,591,58,(주)평화건설
123010,연우넥스트뷰(도시형),서울시 강서구 화곡동 1107-3,37.554775,126.853909,24,0,1,12,798,59,연우산업개발(주)
126751,예가채Ⅰ(도시형),서울시 강서구 화곡동 1105-9,37.552512,126.849702,12,0,1,9,392,59,수지이앤씨(주)
112056,예가채Ⅱ(도시형),서울시 강서구 화곡동 1105-10,37.552677,126.849825,16,0,1,12,439,59,뉴파인디앤씨(주)
103971,예지보금자리,서울시 강서구 화곡동 788-39,37.53027,126.861178,18,0,1,19,198,39,예지종합건설(주)
137286,오경,서울시 강서구 화곡동 894-12,37.52989,126.848506,20,0,1,10,372,59,에덴종합건설주식회사
110456,오복뜨란채,서울시 강서구 화곡동 1021-7,37.544502,126.835772,16,0,1,16,197,44,우원종합건설(주)
13997,오케이,서울시 강서구 화곡동 102-90,37.538577,126.846251,38,0,2,26,0,0,오케이주택(주)
142227,오화,서울시 강서구 화곡동 24-175,37.545054,126.847393,10,0,1,6,265,59,삼흥건설(주)
100998,올림푸스,서울시 강서구 화곡동 1101-8,37.554256,126.848261,19,0,1,20,232,48,희연종합건설(주)
143499,와이앤비(도시형),서울시 강서구 화곡동 848-20,37.531426,126.857049,16,0,1,7,199,57,(주)해누리종합건설
111925,요산페어뷰,서울시 강서구 화곡동 377-21,37.5373,126.835567,18,0,1,27,248,37,(주)요산종합건설
122640,우공,서울시 강서구 화곡동 922-17,37.529673,126.840898,24,0,1,14,418,56,우공이산건설주식회사
105270,우공팰리스(1026-27),서울시 강서구 화곡동 1026-27,37.544547,126.838498,30,0,2,35,0,0,우공종합건설(주)
26499,우공팰리스(916-32),서울시 강서구 화곡동 916-32,37.52939,126.843276,31,0,1,33,376,58,우공종합건설(주)
10164,우림필유,서울시 강서구 화곡동 1144,37.545217,126.83524,48,0,1,49,247,34,우림산업개발(주)
124025,우성,서울시 강서구 화곡동 410-56,37.538314,126.849236,14,0,1,11,220,51,
104380,우성(343-39),서울시 강서구 화곡동 343-39,37.530952,126.846086,12,0,1,13,319,56,우성건설
104379,우성(343-75),서울시 강서구 화곡동 343-75,37.53079,126.846088,14,0,1,15,348,56,우성건설
9095,우성(353-20),서울시 강서구 화곡동 353-20,37.533632,126.842752,28,0,2,29,295,51,신우종합건설(주)
128174,우성트윈캐슬,서울시 강서구 화곡동 56-252,37.541874,126.850821,38,0,2,38,0,0,신우성종합건설(주)
104356,우영,서울시 강서구 화곡동 1147,37.529913,126.859723,34,0,1,37,286,35,(주)우영건업
22159,우장산SK뷰,서울시 강서구 화곡동 1158,37.548178,126.84307,203,0,2,265,229,22,에스케이건설(주)
10857,우장산롯데,서울시 강서구 화곡동 1148,37.55249,126.846421,206,0,4,262,226,24,(주)롯데기공
3331,우장산롯데캐슬,서울시 강서구 화곡동 1145,37.555616,126.84815,1164,0,21,1979,256,18,롯데건설
131485,우장산숲아이파크,서울시 강서구 화곡동 1027-50번지 일대,37.544948,126.839347,576,0,10,828,0,0,HDC현대산업개발(주)
22555,우장산아이파크e편한세상,서울시 강서구 화곡동 1159,37.549391,126.839113,2517,0,42,3310,264,18,"대림산업(주),현대산업개발(주)"
25172,우장산청솔,서울시 강서구 화곡동 992-10,37.551962,126.84489,30,0,1,35,0,0,덕수건설(주)
127834,우장산파크빌(도시형),서울시 강서구 화곡동 1162,37.546895,126.844777,45,0,1,37,248,48,중정종합건설(주
11168,우장산한화꿈에그린,서울시 강서구 화곡동 1151,37.554205,126.847606,187,0,3,280,228,20,(주)한화건설
23781,우장산휴먼빌,서울시 강서구 화곡동 1156,37.547807,126.843834,62,0,1,70,248,25,일신건영(주)
110877,우진,서울시 강서구 화곡동 915-21,37.529081,126.843603,10,0,1,6,249,53,
143128,우현스카이빌(도시형),서울시 강서구 화곡동 926-9,37.528989,126.842112,29,0,1,5,381,59,(주)신원개발
123131,우현펠리스(도시형),서울시 강서구 화곡동 362-11,37.53391,126.840543,18,0,1,11,187,56,거성종합건설(주)
142963,원타워(도시형),서울시 강서구 화곡동 343-43,37.530674,126.846278,28,0,1,8,536,59,(주)케이엠종합건설
10096,원흥타운,서울시 강서구 화곡동 1087-5,37.53855,126.83546,19,0,1,12,397,56,강동건설(주)
10270,웰라이빌,서울시 강서구 화곡동 927-1,37.52858,126.84246,130,0,1,195,649,59,순영종합건설(주)
124624,웰스파크빌(도시형),서울시 강서구 화곡동 392-28,37.532629,126.849983,11,0,1,8,199,59,(주)장안건설
116276,위하우스(도시형),서울시 강서구 화곡동 916-2,37.529749,126.843422,28,0,1,14,447,57,거성종합건설주식회사
106236,유디코파크리움,서울시 강서구 화곡동 산172-4,37.534193,126.844836,29,0,2,14,185,52,도양건설(주)
10780,유림노르웨이숲,서울시 강서구 화곡동 919-1,37.530178,126.843416,225,0,1,265,518,59,유림종합건설(주)
105906,유원펠리체(도시형),서울시 강서구 화곡동 924-17,37.529178,126.841553,14,0,1,8,441,49,덕수건설(주)
106745,윤탁아트리움,서울시 강서구 화곡동 1026-18,37.544805,126.838177,19,0,1,25,183,32,(주)하나건설
13779,율창(885-1),서울시 강서구 화곡동 885-1,37.529156,126.854067,19,0,1,12,273,59,율창건설(주)
109226,율창(888-1),서울시 강서구 화곡동 888-1,37.528789,126.850588,19,0,1,19,290,59,율창종합건설(주)
138385,으뜸캐슬(도시형),서울시 강서구 화곡동 105-445,37.538313,126.843212,18,0,1,10,246,49,
144318,으뜸캐슬2차(도시형),서울시 강서구 화곡동 346-117,37.532293,126.845096,18,0,1,9,177,51,(주)시인건설
13874,은창,서울시 강서구 화곡동 1143,37.52895,126.85196,28,0,1,24,299,52,구상건설주식회사
134474,은하,서울시 강서구 화곡동 400-60,37.538079,126.840396,10,0,1,5,290,59,신우성종합건설
23857,은하,서울시 강서구 화곡동 1039-2,37.543333,126.8333,12,0,1,12,291,48,
125199,은하센트리움(도시형),서울시 강서구 화곡동 894-9,37.529952,126.848636,18,0,1,3,372,59,주식회사 진평이엔씨
22355,은하수,서울시 강서구 화곡동 1014-12,37.54501,126.835232,12,0,1,15,261,46,(주)새광종합건설
128562,이노셀(도시형),서울시 강서구 화곡동 354-35,37.532954,126.841299,16,0,1,10,199,59,(주)진오종합건설
142959,이레헤븐하우스(도시형),서울시 강서구 화곡동 24-133,37.545774,126.84587,21,0,1,7,388,59,(주)흥안종합건설
140480,이수아트빌2차,서울시 강서구 화곡동 897-22,37.530548,126.848873,16,0,1,10,416,59,(주)성안종합건설
104141,일광,서울시 강서구 화곡동 343-33,37.53178,126.845982,14,0,1,12,275,59,
120668,일광2차,서울시 강서구 화곡동 343-21,37.530649,126.845558,12,0,1,11,298,56,(주)예건종합건설
10607,일성스카이빌,서울시 강서구 화곡동 914-3,37.528803,126.845587,120,0,1,164,604,59,일성건설(주
13655,일현세일,서울시 강서구 화곡동 901-10,37.529133,126.845265,14,0,1,17,381,58,(주)일현종합건설
112640,임탑A,서울시 강서구 화곡동 915-30,37.528879,126.843221,15,0,1,14,355,57,인탑코리아
112641,임탑B,서울시 강서구 화곡동 925-24,37.529393,126.842331,14,0,1,13,376,59,임탑탑코리아
116963,자하클래식(도시형),서울시 강서구 화곡동 24-39,37.548078,126.846848,30,0,1,15,840,59,성원종합건설 주식회사
8570,제이월드,서울시 강서구 화곡동 1037-27,37.542762,126.835697,36,0,1,37,265,39,
25060,제일에비앙,서울시 강서구 화곡동 901-7,37.529154,126.845559,18,0,1,21,363,40,금정종합건설(주)
16899,주얼리,서울시 강서구 화곡동 396-17,37.535312,126.849323,14,0,1,14,259,59,
24084,중앙,서울시 강서구 화곡동 931-9,37.527373,126.842147,15,0,1,15,249,51,송도건설(주)
44,중앙하이츠,서울시 강서구 화곡동 351-89,37.535739,126.843579,473,0,4,220,218,20,중앙건설
9548,지석,서울시 강서구 화곡동 926-4,37.528815,126.842215,31,0,1,31,495,59,(주)지석종합건설
105838,진명,서울시 강서구 화곡동 1008-26,37.547769,126.834544,6,0,1,30,399,59,
103278,진민그린,서울시 강서구 화곡동 367-30,37.537795,126.840934,12,0,1,8,243,59,
26848,진성,서울시 강서구 화곡동 1133-7,37.551676,126.853253,26,0,2,30,0,0,갑을공영종합건설(주)
140619,진영하이텔,서울시 강서구 화곡동 24-151,37.54559,126.847029,7,0,1,3,330,59,등천종합건설(주)
15634,진흥,서울시 강서구 화곡동 824-13,37.53453,126.858239,40,0,2,0,0,0,(주)유청건설
122100,찬누리(도시형),서울시 강서구 화곡동 916-11,37.529832,126.843036,20,0,1,13,449,58,(주)큐브종합건설
26732,창대,서울시 강서구 화곡동 899-25,37.530119,126.845635,12,0,1,6,359,58,(주)선디엔씨
111091,천우(401-2),서울시 강서구 화곡동 401-2,37.539781,126.84131,24,0,2,25,0,0,(주)천우신영종합건설
22428,천우네오젠,서울시 강서구 화곡동 790-3,37.530269,126.860114,18,0,1,25,261,55,(주)천우신영종합건설
101366,천우네오젠9차,서울시 강서구 화곡동 916-6,37.529345,126.84292,16,0,1,16,405,59,(주)천우신영종합건설
23242,천우중앙,서울시 강서구 화곡동 1072-22,37.539531,126.836034,19,0,1,23,271,51,(주)천우신영종합건설
121286,청담라인씨티,서울시 강서구 화곡동 920-17,37.530145,126.842035,59,0,1,29,599,59,
18525,청솔,서울시 강서구 화곡동 1014-20,37.54511,126.83566,35,0,1,41,280,33,(주)덕수건설
134521,청송평화,서울시 강서구 화곡동 457-1,37.53493,126.853906,9,0,1,11,199,49,청호종합건설(주)
23717,청우(1055-11),서울시 강서구 화곡동 1055-11,37.543417,126.840937,19,0,1,19,199,37,씨씨앤종합건설(주)
114555,청우(391-2),서울시 강서구 화곡동 391-2,37.531992,126.849337,9,0,1,9,199,49,
1038,초록,서울시 강서구 화곡동 1139,37.546123,126.833868,625,0,9,424,198,25,도시개발공사
126574,크라운타워(도시형),서울시 강서구 화곡동 982-17,37.548989,126.847579,27,0,1,0,767,59,(주)클레버종합건설
13783,크로스캐슬,서울시 강서구 화곡동 918-6,37.530302,126.844964,42,0,1,47,524,59,신우성건설
144098,킹덤그레이스(도시형),서울시 강서구 화곡동 111-84,37.545008,126.844021,29,0,2,19,234,47,천명토건주식회사
9068,타워빌,서울시 강서구 화곡동 1009-8,37.547176,126.834678,43,0,1,49,276,28,
19504,탑건진선미(1155),서울시 강서구 화곡동 1155,37.53608,126.84625,98,0,1,105,249,26,탑건종합건설(주)
113554,탑건진선미(786-9),서울시 강서구 화곡동 786-9,37.530001,126.861363,18,0,1,19,264,54,탑건종합건설(주)
113597,태경(347-13),서울시 강서구 화곡동 347-13,37.532345,126.842953,12,0,1,11,254,52,남석종합건설(주)
24888,태경(381-7),서울시 강서구 화곡동 381-7,37.539346,126.840152,10,0,1,7,209,46,대종건설(주)
135531,태성비리치,서울시 강서구 화곡동 465-13,37.536295,126.855247,19,0,1,18,226,49,범일건설(주)
113627,태승,서울시 강서구 화곡동 887-11,37.528852,126.851526,38,0,1,38,0,0,태승종합건설주식회사
117654,태영(379-56),서울시 강서구 화곡동 379-56,37.538062,126.838095,10,0,1,8,261,57,
13503,태영(918-18),서울시 강서구 화곡동 918-18,37.529536,126.844386,13,0,1,14,368,59,(주)맥호건설
23855,태영그린,서울시 강서구 화곡동 917-16,37.529599,126.844059,9,0,1,8,322,59,(주)맥호건설
9436,태영방송인,서울시 강서구 화곡동 1140,37.537646,126.853428,148,0,3,174,283,30,주식회사태영
13398,태창네스트힐,서울시 강서구 화곡동 1146,37.53769,126.85102,95,0,2,96,247,39,(주)태창종합건설
24868,태흥,서울시 강서구 화곡동 348-18,37.532451,126.844546,12,0,1,12,259,49,(주)동안종합건설
137895,토석아그네스빌,서울시 강서구 화곡동 24-551,37.545696,126.846431,6,0,1,4,265,59,
112037,트라움팰리스(도시형),서울시 강서구 화곡동 925-26,37.529599,126.84226,28,0,1,5,442,59,(주)흥안종합건설
143824,파크아리온,서울시 강서구 화곡동 367-1,37.537364,126.840253,28,0,2,18,299,39,(주)라온종합건설
123815,팔라이스아파트먼트(도시형),서울시 강서구 화곡동 915-8,37.529026,126.843937,16,0,1,5,427,52,흥삼건설(주)
105908,팔라이스타워(도시형),서울시 강서구 화곡동 919-2,37.53004,126.844052,40,0,1,6,593,51,흥삼건설(주)
135345,포엠빌,서울시 강서구 화곡동 24-65,37.546755,126.84598,16,0,1,12,536,59,(주)재원엔건설
102924,푸른숲,서울시 강서구 화곡동 460-1,37.536311,126.853222,49,0,1,50,247,28,신호종합건설(주)
26613,푸른숲2차,서울시 강서구 화곡동 474-18,37.537568,126.855613,32,0,1,33,232,32,신호종합건설(주)
106943,풍원팰리스,서울시 강서구 화곡동 925-5,37.529405,126.842659,36,0,1,29,449,56,풍원종합건설(주)
127755,프라임(도시형),서울시 강서구 화곡동 924-14,37.529181,126.841751,12,0,1,7,439,57,(주)프라임주택종합건설
102055,프라임팰리스,서울시 강서구 화곡동 1024-23,37.545164,126.836191,49,0,1,67,248,37,(주)남경산업개발
133408,"프라임하우스(916-9,도시형)",서울시 강서구 화곡동 916-9,37.529844,126.843245,16,0,1,7,444,55,신복종합건설(주)
121796,"프라임하우스(925-17,도시형)",서울시 강서구 화곡동 925-17,37.529631,126.842424,14,0,1,3,448,59,대명종합건설주식회사
116970,하나캐슬(도시형),서울시 강서구 화곡동 936-13,37.528964,126.839223,16,0,1,4,0,0,장안건설
115764,한나일프레이즈(도시형),서울시 강서구 화곡동 1097-6,37.553579,126.85051,48,0,1,8,543,59,조원건설(주)
141976,한백e타운,서울시 강서구 화곡동 46-219,37.544916,126.847586,10,0,1,6,312,59,
26507,한백이(915-6),서울시 강서구 화곡동 915-6,37.528823,126.84398,18,0,1,15,299,59,삼인종합건설(주)
26506,한백이(925-1),서울시 강서구 화곡동 925-1,37.529856,126.842708,18,0,1,13,299,59,(주)동찬건설
9951,한백이타운,서울시 강서구 화곡동 901-24,37.529211,126.844958,32,0,2,38,0,0,예비종합건설
128470,한솔,서울시 강서구 화곡동 61-116,37.541894,126.847017,8,0,1,8,199,59,희연종합건설
117088,한신베네스트,서울시 강서구 화곡동 915-26,37.529091,126.843316,16,0,1,8,449,59,(주)삼경씨앤씨
106009,한양아이클래스(도시형),서울시 강서구 화곡동 926-5,37.528811,126.841785,251,0,1,56,446,44,한양개발(주)
122721,한울,서울시 강서구 화곡동 899-8,37.529688,126.846764,36,0,1,21,449,59,주식회사한울건설산업
137258,해오름(도시형),서울시 강서구 화곡동 24-59,37.547296,126.846718,24,0,1,5,386,59,대은건설(주)
3160,해태드림타운,서울시 강서구 화곡동 900-1,37.529773,126.846228,69,0,1,43,354,59,해태제과(주)
120480,해평스퀘어(도시형),서울시 강서구 화곡동 922-11,37.529453,126.840433,64,0,1,32,449,56,호산종합건설(주)
118834,향목그라비스,서울시 강서구 화곡동 840-6,37.531449,126.858666,18,0,1,20,199,41,(주)향목종합건설
1262,현대그린,서울시 강서구 화곡동 895-6,37.529993,126.849393,19,0,1,19,243,52,녹주종합건설(주)
127217,현대홈타운(도시형),서울시 강서구 화곡동 923-2,37.529055,126.841233,18,0,1,5,392,54,(주)장안건설
121321,혜성,서울시 강서구 화곡동 343-49,37.531592,126.846274,26,0,1,14,372,59,차원종합건설(주)
123061,혜인뜨란채,서울시 강서구 화곡동 46-208,37.54535,126.8479,12,0,1,9,398,59,해인종합건설주식회사
130569,호성그린,서울시 강서구 화곡동 80-4,37.548277,126.843893,11,0,1,8,296,57,(주)천억종합건설
19506,호용그린피아,서울시 강서구 화곡동 1153,37.54861,126.844014,37,0,1,41,246,28,호용종합건설(주)
123014,화곡갤럭시,서울시 강서구 화곡동 105-357,37.541977,126.842321,16,0,1,7,404,59,주식회사은하주택건설
42,화곡대림,서울시 강서구 화곡동 361-1,37.533749,126.837229,416,0,5,319,251,22,대림산업(주)
104184,화곡대진(101동),서울시 강서구 화곡동 909-2,37.527884,126.845579,10,0,1,10,222,49,대진주택개발(주)
102265,화곡대진(102동),서울시 강서구 화곡동 1021-2,37.544485,126.83593,18,0,1,18,199,40,
11117,화곡보람2차,서울시 강서구 화곡동 1149,37.554048,126.854593,187,0,3,220,250,21,보람건설(주)
13848,화곡보람3차,서울시 강서구 화곡동 1150,37.536885,126.857569,73,0,1,81,273,33,보람종합건설(주)
11671,화곡보람쉬움1차,서울시 강서구 화곡동 1087,37.538304,126.834997,65,0,1,65,339,34,보람종합건설(주)
19505,화곡보람쉬움6차(더하임),서울시 강서구 화곡동 1154,37.555343,126.850678,44,0,1,50,247,23,보람종합건설(주)
13469,화곡삼익,서울시 강서구 화곡동 1141,37.529436,126.851336,36,0,1,36,258,45,율창종합건설
23696,화곡성재,서울시 강서구 화곡동 911-12,37.527518,126.843163,19,0,1,20,248,58,금정종합건설(주)
102001,화곡예다움,서울시 강서구 화곡동 461-4,37.536777,126.853871,68,0,1,68,249,25,주립건설(주)
114556,화곡투원씨,서울시 강서구 화곡동 29-38,37.546879,126.847508,19,0,2,0,0,0,(주)엠지
121221,화곡투웨니퍼스트,서울시 강서구 화곡동 105-378,37.541229,126.842128,16,0,1,12,373,49,주식회사 대명이십일
3330,화곡푸르지오,서울시 강서구 화곡동 1091,37.544791,126.831286,2176,0,50,4190,212,21,(주)대우건설
107450,화곡한강,서울시 강서구 화곡동 1059-19,37.545168,126.842189,19,0,1,21,278,49,(주)지에이치종합건설
125296,화곡한울에이치밸리움(B동),서울시 강서구 화곡동 1065-2,37.541606,126.838457,40,0,1,25,334,53,(주)한울건설산업
125360,화곡한울에이치밸리움A동,서울시 강서구 화곡동 1065-4,37.541654,126.838649,44,0,1,25,360,53,(주)한울건설산업
124888,효성,서울시 강서구 화곡동 923-17,37.529275,126.840869,20,0,2,14,0,0,효성
9044,희훈리치파크,서울시 강서구 화곡동 1011-6,37.546526,126.833647,111,0,1,134,258,27,희훈종합건설(주)
141900,힐탑,서울시 강서구 화곡동 46-220,37.544828,126.847697,10,0,1,6,272,59,다동건설
118688,VIP,서울시 관악구 남현동 602-284,37.471507,126.978723,10,0,1,11,218,47,메카건설주식회사
27230,관악산대창센시티(101동),서울시 관악구 남현동 1137,37.471471,126.97251,49,0,1,59,209,24,대창기업주식회사
104853,관악산대창센시티(201동),서울시 관악구 남현동 1139,37.471802,126.972324,49,0,1,56,214,23,대창기업㈜
110051,관악산센텀,서울시 관악구 남현동 1066-13,37.474902,126.977562,16,0,1,10,199,46,히람종합건설(주)
114724,기아하이츠빌,서울시 관악구 남현동 1053-4,37.474859,126.97165,12,0,1,15,204,36,신해종합건설(주)
14476,남현그린,서울시 관악구 남현동 602-146,37.47207,126.97974,15,0,1,18,0,0,(주)다름
13857,남현한일유앤아이,서울시 관악구 남현동 1136,37.472101,126.973541,170,0,3,208,205,27,한일건설(주)
