아파트ID,아파트명,지번주소,위도,경도,세대수,임대수,동수,주차대수,용적률,건폐율,건설사
102891,방배효산,서울시 서초구 방배동 878-26,37.489769,126.995294,8,0,1,9,232,58,효산건설(주)
128764,방배힐1차,서울시 서초구 방배동 806-1,37.492889,126.993011,10,0,1,29,235,50,영림종합건설(주)
113785,방배힐2차,서울시 서초구 방배동 808-11,37.491922,126.993116,10,0,1,27,249,52,(주)다움종합건설
111349,백야(리가든2차),서울시 서초구 방배동 12-80,37.495805,126.992001,4,0,1,11,140,42,(주)백야종합건설
118266,베로니스2차,서울시 서초구 방배동 803-9,37.493457,126.994392,17,0,1,43,273,53,예강총합건설(주)
143560,베로니스5차,서울시 서초구 방배동 1-39,37.494798,126.993587,9,0,1,22,209,55,예강종합건술(주)
128447,베로니스9차,서울시 서초구 방배동 750,37.496062,126.991055,6,0,1,17,243,39,예강종합건설(주)
114580,벨루체팰리스,서울시 서초구 방배동 808-10,37.492108,126.993101,10,0,1,18,197,52,새티스건설(주)
108217,보아스방배,서울시 서초구 방배동 831-6,37.48943,126.988355,15,0,1,17,226,49,보아스종합건설(주)
111284,부에나비스타,서울시 서초구 방배동 1-57,37.495308,126.992969,6,0,1,21,178,33,(주)인터그람건설
17654,브라운스톤효령,서울시 서초구 방배동 981-40,37.479904,126.995505,35,0,1,75,249,37,이수건설(주)
126144,비욘디에,서울시 서초구 방배동 764,37.496161,126.99135,9,0,1,21,298,58,(주)이십일세기건영
100746,비전힐,서울시 서초구 방배동 980-25,37.478927,126.988768,18,0,1,27,211,40,신호종합건설(주)
10721,비젼21(2차),서울시 서초구 방배동 849-1,37.490806,126.994386,17,0,1,40,248,57,에셀종합건설(주)
130602,비하우스,서울시 서초구 방배동 803-5,37.493851,126.995315,4,0,1,11,199,53,(주)지드건설
132589,빌라도르,서울시 서초구 방배동 840-10,37.491381,126.995152,10,0,1,13,267,58,영림종합건설(주)
16865,삼원(방배필그린),서울시 서초구 방배동 846-5,37.491796,126.997486,25,0,2,42,225,50,정도종합건설(주)
467,삼익,서울시 서초구 방배동 1018-1,37.479459,127.001481,408,0,4,444,161,14,삼익주택건설
947,삼호1차,서울시 서초구 방배동 770-1,37.495335,126.987687,419,0,3,1000,0,0,삼호
468,삼호2차,서울시 서초구 방배동 758-4,37.496151,126.987247,264,0,5,100,0,0,삼호
948,삼호3차,서울시 서초구 방배동 759-2,37.497511,126.987115,216,0,4,0,0,0,(주)삼호주택
470,삼호4차,서울시 서초구 방배동 725,37.497434,126.989672,481,0,6,0,0,0,삼호주택
857,삼호한숲,서울시 서초구 방배동 1030-1,37.477643,126.998746,116,0,1,136,347,35,(주)삼호
8696,삼환나띠르빌,서울시 서초구 방배동 1002-22,37.4804,127.005188,126,0,5,160,298,37,(주)삼환까뮤
113851,상록리츠콤,서울시 서초구 방배동 878-16,37.489684,126.995883,6,0,1,10,238,52,상록종합건설(주)
105071,상지리츠빌1차,서울시 서초구 방배동 1-29,37.494604,126.994923,10,0,1,24,247,52,상지건영(주)
105074,상지리츠빌3차,서울시 서초구 방배동 843-15,37.492057,126.995263,17,0,1,38,249,44,상지건영(주)
105073,상지리츠빌6차,서울시 서초구 방배동 843-10,37.49222,126.996414,10,0,1,15,284,58,상지건영(주)
130904,서리풀래디앙,서울시 서초구 방배동 805-14,37.492348,126.994146,19,0,1,23,199,41,(주)미래씨티아이
129673,서리풀프라젠,서울시 서초구 방배동 853-5외 4필지,37.489371,126.991468,47,0,1,47,198,37,
3511,서울탑빌라트,서울시 서초구 방배동 797-1,37.493444,126.991405,16,0,1,0,0,0,
8595,서초ESA3차,서울시 서초구 방배동 1006-1,37.47893,127.00594,86,0,1,89,299,27,에스알개발(주)
124136,서초라임스(도시형),서울시 서초구 방배동 1026-27,37.475114,127.00071,10,0,1,7,249,43,(주)미래씨티아이
119431,서초훼미리하우스,서울시 서초구 방배동 917-4,37.480753,126.993944,29,0,1,29,199,40,스마트산업(주)
106847,서희융창,서울시 서초구 방배동 483-1,37.475867,126.98916,19,0,1,25,252,46,(주)서희건설
13448,선영베스트,서울시 서초구 방배동 849-24,37.490823,126.995525,9,0,1,13,251,59,
23874,설록,서울시 서초구 방배동 815-22,37.491194,126.990174,18,0,1,28,246,49,설록종합건설주식회사
104739,성지라빌레뜨,서울시 서초구 방배동 845-1,37.492585,126.996918,36,0,2,57,0,0,성지건설(주)
19614,세양아르비채,서울시 서초구 방배동 421-1,37.48482,126.983532,54,0,2,62,0,0,세양건설산업(주)
107592,쉬크빌,서울시 서초구 방배동 841-15,37.491605,126.994036,8,0,1,14,199,56,정흥종합건설(주)
128345,스톤힐스,서울시 서초구 방배동 734,37.496829,126.992482,12,0,1,42,198,42,주식회사르가든
122514,스튜디오빌,서울시 서초구 방배동 750-8,37.4982,126.985842,4,0,1,4,397,57,지오종합건설주식회사
19156,승원아트빌,서울시 서초구 방배동 970-13,37.481693,126.987702,18,0,1,28,291,52,승원건설
10827,신구,서울시 서초구 방배동 980-50,37.479927,126.991898,29,0,2,16,0,0,원풍건설(주)
16816,신구드림하우스,서울시 서초구 방배동 963-16,37.484215,126.990687,18,0,1,31,270,29,
107990,신구레베빌,서울시 서초구 방배동 1-40,37.495097,126.993526,12,0,1,40,229,41,신구건설(주)
111537,신구레베빌14차,서울시 서초구 방배동 845-6,37.492655,126.997811,13,0,1,45,297,57,신구종합건설(주)
9412,신구블레스밸리,서울시 서초구 방배동 1019-3,37.478203,127.001068,57,0,1,151,299,36,신구종합건설(주)
15510,신구하이텍빌리지,서울시 서초구 방배동 865-24,37.486485,126.984505,19,0,1,36,357,39,신구종합건설(주)
469,신동아,서울시 서초구 방배동 988-1,37.481269,127.001343,493,0,6,493,173,14,신동아건설(주)
18516,신원아침도시,서울시 서초구 방배동 987-6,37.48008,127.000319,19,0,1,36,251,45,신원종합개발 주식회사
112833,신한엔시모,서울시 서초구 방배동 802-4,37.493022,126.995374,19,0,1,61,248,40,(주)신한
14280,신호,서울시 서초구 방배동 537-9,37.478691,126.989848,19,0,1,23,299,33,신호종합건설
22135,신호나이스,서울시 서초구 방배동 890-8,37.486952,126.997887,12,0,1,20,262,51,신호종합건설(주)
465,쌍용예가클래식,서울시 서초구 방배동 776-3,37.493705,126.987788,216,0,3,207,271,25,쌍용건설(주)
11056,아이리스,서울시 서초구 방배동 1021-9,37.47956,127.00016,16,0,1,16,255,53,서림종합건설(주)
108928,아이리스빌,서울시 서초구 방배동 12-56,37.49569,126.991234,8,0,1,13,149,48,정흥종합건설(주)
128909,어번테라스3차,서울시 서초구 방배동 12-13,37.495795,126.992266,6,0,1,18,149,50,(주)플라종합건설
108128,어퍼하우스,서울시 서초구 방배동 12-1,37.496136,126.992766,18,0,1,62,239,44,정흥종합건설(주)
104482,엘르빌,서울시 서초구 방배동 985-15,37.480948,126.999695,14,0,1,25,272,42,(주)미래씨티아이
117488,엘프에스토,서울시 서초구 방배동 740,37.496474,126.992419,5,0,1,14,217,55,석전건설(주)
107972,영지아트,서울시 서초구 방배동 1-106,37.494068,126.994343,15,0,1,29,282,42,영지종합건설(주)
3508,영진,서울시 서초구 방배동 836-4,37.490225,126.991463,18,0,1,26,180,21,(주)영진종합건설
104761,예림,서울시 서초구 방배동 432-10,37.482165,126.985999,10,0,1,8,218,49,공영건설(주)
19210,용성빌리지,서울시 서초구 방배동 593-51,37.475396,126.994174,11,0,1,13,249,48,(주)용성건설
9705,우평,서울시 서초구 방배동 865-19,37.486832,126.984806,11,0,1,16,299,50,강임종합건설(주)
103451,월드빌라트(798-5),서울시 서초구 방배동 798-5,37.494021,126.996254,14,0,1,25,229,34,㈜동용건설
3510,월드빌라트(999),서울시 서초구 방배동 999,37.478462,127.004506,19,0,1,41,199,23,동영건설
16880,월드빌리지,서울시 서초구 방배동 838-14,37.491384,126.992901,36,0,2,117,0,0,동룡건설(주)
144041,윈저빌,서울시 서초구 방배동 806-5,37.492702,126.993306,15,0,1,43,269,53,(주)다움종합건설
472,"임광1,2차",서울시 서초구 방배동 1015,37.476908,127.002419,418,0,6,460,184,17,임광토건(주)
474,임광3차,서울시 서초구 방배동 1011-1,37.476288,127.002687,316,0,4,0,229,22,임광토건(주)
128418,자현유하우스,서울시 서초구 방배동 940-4,37.486206,126.990851,57,0,2,56,199,38,신홍선건설(주)
115645,장원라빌레뜨,서울시 서초구 방배동 805-1,37.492983,126.993761,11,0,1,31,256,50,(주)다움종합건설
9195,정림,서울시 서초구 방배동 434-3,37.481704,126.98578,17,0,1,24,272,50,
122247,제네시스빌(도시형),서울시 서초구 방배동 593-1,37.476715,126.993543,8,0,1,7,149,53,에벤에셀종합건설(주)
108628,청광빌라트,서울시 서초구 방배동 761-5,37.495701,126.985206,14,0,1,33,229,37,
3399,청광아트빌14차,서울시 서초구 방배동 482-4,37.475328,126.98937,29,0,1,109,288,23,(주)청영종합건설
16822,청암,서울시 서초구 방배동 980-45,37.479755,126.991073,10,0,1,0,0,0,
115384,캐슬렉스,서울시 서초구 방배동 799-9,37.492881,126.997257,6,0,1,12,249,47,에스앤엘건설(주)
135419,코트빌,서울시 서초구 방배동 804-9,37.492793,126.994904,6,0,1,9,223,59,써니종합건설(주)
125847,클라인하우제방배(도시형),서울시 서초구 방배동 890-3,37.487156,126.997074,19,19,1,0,199,59,주식회사 보대건설
23273,태림,서울시 서초구 방배동 912-13,37.48141,126.99558,14,0,1,18,247,39,(주)태림종합건설
16882,태화,서울시 서초구 방배동 733,37.496891,126.991989,10,0,1,18,149,32,진명종합개발(주)
102810,파라다이스,서울시 서초구 방배동 477-7,37.476843,126.987428,34,0,1,38,248,40,(주)파라다이스건설산업
16859,파인빌리지,서울시 서초구 방배동 843-1,37.492314,126.995041,11,0,1,27,278,52,창아건설(주)
117156,팔라티노,서울시 서초구 방배동 810-14,37.49279,126.991683,12,0,1,26,199,40,(주)미래씨티아이
103925,퍼시픽56차,서울시 서초구 방배동 929-4,37.483932,126.992353,17,0,1,20,256,51,(주)에스앤엘건설
122549,포레빌,서울시 서초구 방배동 845-5,37.492609,126.997562,7,0,1,21,299,50,써니건설(주)
118376,포렛힐,서울시 서초구 방배동 803-4,37.49377,126.994939,8,0,1,19,249,38,이창하디자인연구소(주)
123170,폴라씨엘로,서울시 서초구 방배동 840-4,37.491542,126.994609,12,0,1,27,198,41,(주)폴라리스건설
24792,푸른마을,서울시 서초구 방배동 763-12,37.495565,126.983964,18,0,1,18,234,56,토담건축(주)
105017,프라하임1차,서울시 서초구 방배동 978-2,37.481139,126.992379,12,0,1,18,199,48,에스앤엘건설(주)
104401,프레스턴(1-119),서울시 서초구 방배동 1-119,37.495722,126.993892,17,0,1,54,260,50,희훈종합건설(주)
104398,프레스턴(1-62),서울시 서초구 방배동 1-62,37.495596,126.99449,17,0,1,54,237,46,희훈종합건설(주)
22192,프리우스,서울시 서초구 방배동 846-1,37.492009,126.997028,45,0,1,46,242,34,(주)티에스우인
109414,하늘바람,서울시 서초구 방배동 1-56,37.495469,126.992842,6,0,1,20,188,33,테라종합건설(주)
13886,한신휴플러스,서울시 서초구 방배동 3000-1,37.486578,126.982548,90,0,2,131,561,34,한신공영
104540,한화엘르빌,서울시 서초구 방배동 878-27,37.489933,126.995608,12,0,1,30,233,42,(주)한화
3400,현대멤피스,서울시 서초구 방배동 774-19,37.494794,126.988645,206,0,5,518,172,12,현대산업개발(주)
10176,현대빌라트(10층),서울시 서초구 방배동 999-2,37.478745,127.005131,19,0,1,27,212,26,현대건설(주)
16839,현대빌라트(5층),서울시 서초구 방배동 975-5,37.48202,126.99072,18,0,1,16,226,59,서라종합건설
103815,현대쉴러하우스,서울시 서초구 방배동 853-19,37.488667,126.991848,18,0,1,41,296,52,
22347,현대아르,서울시 서초구 방배동 459-1,37.481578,126.987158,10,0,1,13,227,52,(주)종합건설유립
9257,현대오페라하우스,서울시 서초구 방배동 825-12,37.490115,126.984898,14,0,1,20,292,52,해남건설(주)
11770,현대오페라하우스2차,서울시 서초구 방배동 823-14,37.490139,126.985698,13,0,1,19,250,45,서해종합건설(주)
16846,현대힐스,서울시 서초구 방배동 1025-2,37.476189,127.001637,18,0,1,36,310,88,현대건설(주)
114579,효령파크뷰(도시형),서울시 서초구 방배동 537-39,37.479338,126.991644,10,0,1,6,193,56,구포종합건설(주)
126357,훼미리타운,서울시 서초구 방배동 932-34,37.484817,126.992878,1,0,1,0,198,43,예림종합건설(주)
106897,훼미리타운(도시형),서울시 서초구 방배동 932-34,37.48481,126.992827,27,0,1,19,198,43,예림종합건설(주)
120258,힐스나인빌리지,서울시 서초구 방배동 799-5,37.493122,126.997247,9,0,1,26,199,46,주식회사제효
122696,힐하우스,서울시 서초구 방배동 802-3,37.49333,126.995482,5,0,1,14,263,57,(주)청호종합건설
137216,DK밸리뷰서초(주),서울시 서초구 서초동 1597-6,37.487901,127.013867,105,0,1,57,783,59,(주)소미건설
127753,DK밸리뷰시티,서울시 서초구 서초동 1584-6,37.485119,127.012036,81,0,2,63,539,56,(주)디케이건설
23861,JC라디앙,서울시 서초구 서초동 1559-1,37.490093,127.011335,14,0,1,16,207,35,(주)재천건설
125172,J타워(도시형),서울시 서초구 서초동 1327-19,37.494979,127.027836,17,0,1,12,595,57,(주)흥해종합건설
145080,N파크,서울시 서초구 서초동 1363-4,37.485167,127.031951,16,0,1,14,498,59,고금종합건설(주)
24422,TS프리우스,서울시 서초구 서초동 1625-7,37.487889,127.01608,18,0,1,27,250,48,(주)티에스우인
109435,강남아르젠(도시형),서울시 서초구 서초동 1327-23,37.4955,127.027628,27,0,1,8,599,59,석장건설주식회사
105330,강남역푸르지오시티(도시형),서울시 서초구 서초동 1337-3,37.49169,127.028989,137,0,1,25,942,59,(주)대우건설
14748,강남태영데시앙루브,서울시 서초구 서초동 1303-35,37.502781,127.024514,50,0,2,142,796,59,(주)태영
15579,갤러리하우스,서울시 서초구 서초동 1508-39,37.486919,127.006764,15,0,1,30,249,59,
140912,갤러리호(도시형),서울시 서초구 서초동 1538-4,37.487512,127.009121,29,0,1,20,141,43,(주)다짐
14943,경남아너스빌(1455-9),서울시 서초구 서초동 1455-9,37.483381,127.014299,55,0,1,118,262,27,경남기업(주)
101551,경남아너스빌(1456-2),서울시 서초구 서초동 1456-2,37.48383,127.014263,86,0,1,101,258,21,경남기업(주)
13321,경남아너스빌(1608-28),서울시 서초구 서초동 1608-28,37.488741,127.023136,32,0,2,49,0,0,경남기업 주식회사
11919,그린빌라트,서울시 서초구 서초동 1488-5,37.481861,127.005733,19,0,1,20,378,56,
13713,그린월드,서울시 서초구 서초동 1508-25,37.4873,127.00728,14,0,1,18,290,43,그린월드건설
11524,끄레메빌,서울시 서초구 서초동 1630-4,37.489829,127.020513,14,0,1,43,388,30,(주)신건축개발
137507,뉴삼성,서울시 서초구 서초동 1512-1,37.486721,127.00685,8,0,1,11,222,59,남풍종합건설(주)
108116,다솔,서울시 서초구 서초동 1471-3,37.481194,127.009587,12,0,1,14,239,47,기마종합건설(주)
25141,다우월드,서울시 서초구 서초동 1357-44,37.488015,127.031298,17,0,1,19,267,52,희경건설(주)
110184,대경벨로체,서울시 서초구 서초동 1484-7,37.482771,127.010652,11,0,1,12,199,44,대경종합건설주식회사
102244,대상파크빌,서울시 서초구 서초동 1484-8,37.48259,127.010563,12,0,1,16,199,37,대상종합건설
12725,대성유니드,서울시 서초구 서초동 1641-3,37.494056,127.020816,83,0,1,125,283,31,대성산업(주)
16883,대호프레조빌,서울시 서초구 서초동 1604-19,37.486549,127.020665,14,0,1,64,394,59,(주)대호
13666,더미켈란,서울시 서초구 서초동 1494-4,37.485115,127.003316,67,0,1,268,299,31,(주)대교디앤에스
12232,더샵서초,서울시 서초구 서초동 1445-14,37.484115,127.018345,329,0,3,1127,699,46,(주)포스코건설
14222,"더샵오데움(101,102동)",서울시 서초구 서초동 1483-18,37.482615,127.009206,95,0,2,325,250,25,포스코건설
14223,더샵오데움(103동),서울시 서초구 서초동 1476-18,37.481921,127.009238,34,0,1,95,255,32,주식회사 포스코건설
111346,더샵오데움(104동),서울시 서초구 서초동 1472-1,37.481597,127.00922,10,0,1,15,205,43,주식회사 포스코건설
115837,더샵오데움(105동),서울시 서초구 서초동 1472-2,37.481375,127.00913,4,0,1,8,189,56,주식회사포스코건설
133152,더아크리움,서울시 서초구 서초동 1497-20,37.486393,127.003897,16,0,1,15,199,59,(주)더라움와이
145113,더클래스(도시형),서울시 서초구 서초동 1619-2,37.488071,127.017509,20,0,1,10,182,59,(주)보민종합건설
103976,도무스,서울시 서초구 서초동 1497-12,37.48712,127.003821,12,0,1,38,233,47,(주)엠쓰리이엔씨
110472,동아(도시형),서울시 서초구 서초동 1344-7,37.487581,127.027877,62,0,1,32,256,37,재진건설(주)
3402,동원베네스트,서울시 서초구 서초동 1350-13,37.485282,127.026641,126,0,2,165,292,24,(주)동원이엔씨
14219,두산위브트레지움,서울시 서초구 서초동 1310-4,37.500517,127.023152,98,6,1,148,227,16,두산건설(주)
128450,두원에코타운(도시형),서울시 서초구 서초동 1451-73,37.482221,127.013238,26,0,2,26,0,0,주식회사 세광앤무진종합건설
3513,두진한아름,서울시 서초구 서초동 1609-6,37.48967,127.02293,42,0,1,42,333,0,두진종합건설(주)
128792,디아레나서초,서울시 서초구 서초동 1588-5,37.485746,127.013882,90,0,2,0,0,0,(주)하오삼건설
104523,라파엘로,서울시 서초구 서초동 1492-1,37.484672,127.003141,12,0,1,23,242,45,건덕산업개발(주)
124311,래미안리더스원,서울시 서초구 서초동 1755,37.490773,127.028121,1317,166,12,2523,299,18,삼성물산(주)
25772,래미안서초스위트,서울시 서초구 서초동 1301-6,37.502179,127.020359,392,16,3,505,277,13,삼성물산(주)
110364,래미안서초에스티지,서울시 서초구 서초동 1332-13,37.492833,127.025172,421,65,4,621,299,18,삼성물산(주)
111665,래미안서초에스티지S,서울시 서초구 서초동 1754,37.492859,127.027121,593,91,5,854,299,19,삼성물산(주)
11539,래미안서초유니빌,서울시 서초구 서초동 1445-4,37.484562,127.016915,440,0,1,364,977,59,삼성물산(주)
107632,로얄파크,서울시 서초구 서초동 1527-13,37.484204,127.008541,13,0,1,22,232,42,에스씨건설주식회사
106648,로얄하이츠,서울시 서초구 서초동 1471-5,37.481179,127.009938,12,0,1,21,243,47,대봉에스케이(주)
8190,롯데캐슬SPA,서울시 서초구 서초동 1647-1,37.49088,127.02138,58,0,1,200,299,23,롯데건설(주)
9642,롯데캐슬주피터,서울시 서초구 서초동 1359-50,37.486377,127.030403,110,0,2,289,271,30,롯데건설
11844,롯데캐슬클래식,서울시 서초구 서초동 1312-3,37.500515,127.021806,990,0,15,1442,296,16,롯데건설(주)
125734,루컴즈힐서리풀,서울시 서초구 서초동 1496-6,37.48604,127.003198,28,0,1,43,0,0,(주)포스코A&C
114931,리안하우스,서울시 서초구 서초동 1491-8,37.483536,127.003765,12,0,1,25,258,53,(주)토디아종합건설
14144,마샹스1차,서울시 서초구 서초동 1466-3,37.48074,127.010181,17,0,1,24,284,54,(주)계명종합건설
14145,마샹스2차,서울시 서초구 서초동 1487-144,37.480575,127.006667,12,0,1,15,264,48,(주)계명종합건설
109213,마제스타시티힐스테이트서리풀,서울시 서초구 서초동 1498-5,37.490268,127.005958,116,0,2,150,399,47,현대엔지니어링(주)
12226,밀라텔쉐르빌(엠쉐르빌),서울시 서초구 서초동 1316-31,37.498713,127.025064,125,0,1,128,1095,58,삼성중공업(주)
16902,베스트,서울시 서초구 서초동 1515-14,37.486211,127.00502,15,0,1,25,340,52,정안건설(주)
103542,벽산서초블루밍,서울시 서초구 서초동 1464-4,37.481231,127.011859,19,0,1,57,199,43,벽산건설(주)
105994,보미리즌빌,서울시 서초구 서초동 1527-1,37.484654,127.008444,10,0,1,15,238,55,(주)보미
14259,브라운스톤서초,서울시 서초구 서초동 1677-1,37.494755,127.018285,42,0,1,22,734,59,이수건설(주)
107576,블루힐65(도시형),서울시 서초구 서초동 1553-15,37.491732,127.009075,10,0,1,8,481,54,광일종합건설(주)
132944,비버리캐슬,서울시 서초구 서초동 1486-17,37.482943,127.007978,42,0,1,36,249,49,주식회서 덕인컨스텍
3008,삼성서초가든스위트,서울시 서초구 서초동 1326,37.494845,127.02585,141,0,3,721,277,24,삼성물산(주)주택부문
9615,삼성쉐르빌II,서울시 서초구 서초동 1330,37.49396,127.027795,365,0,1,269,1008,59,삼성중공업(주)
481,삼풍,서울시 서초구 서초동 1685,37.499179,127.016033,2390,0,24,3800,221,16,"현대,우성"
17771,삼환바우스,서울시 서초구 서초동 1677-11,37.494949,127.018814,40,0,1,60,698,59,(주)삼환기업
101450,상지리츠빌2차,서울시 서초구 서초동 1617-8,37.488021,127.022207,36,0,2,82,0,0,상지건영주식회사
26034,새티스(1435-2),서울시 서초구 서초동 1435-2,37.484694,127.024082,18,0,1,26,269,53,(주)새티스건설
25676,새티스(1472-21),서울시 서초구 서초동 1472-21,37.481378,127.009969,19,0,1,21,239,59,(주)새티스건설
11759,샹보르,서울시 서초구 서초동 1609-1,37.49019,127.022959,19,0,1,51,299,32,(주)기윤도시개발
128579,서리풀블레스빌,서울시 서초구 서초동 1495-6,37.485485,127.002539,24,0,2,18,197,57,반석종합건설주식회사
112687,서리풀월드메르디앙레브,서울시 서초구 서초동 1490-5,37.482897,127.003097,40,0,4,36,198,48,월드건설산업(주)
18979,서린,서울시 서초구 서초동 1456-1,37.483832,127.0136,18,0,1,24,235,45,동천종합건설(주)
9835,서신,서울시 서초구 서초동 1488-9,37.481717,127.00534,48,0,1,37,217,35,(주)금성백조주택
24458,서초SK뷰,서울시 서초구 서초동 1521-8,37.486213,127.007395,47,0,1,75,245,31,SK건설(주)
10139,서초e-편한세상1차,서울시 서초구 서초동 1487-63,37.481181,127.006941,154,0,2,314,276,27,대림산업(주)
11661,서초e-편한세상2차,서울시 서초구 서초동 1529,37.486839,127.009015,159,0,3,255,243,25,대림산업(주)
14238,서초e-편한세상3차,서울시 서초구 서초동 1467-37,37.478763,127.007697,77,0,2,182,268,23,대림산업(주)
14237,서초e-편한세상5차,서울시 서초구 서초동 1467-62,37.479732,127.007187,161,0,2,397,270,24,대림산업(주)
127904,서초가람,서울시 서초구 서초동 1435-18,37.485093,127.024501,10,0,1,12,228,51,승정건설(주)
101344,서초교대e편한세상,서울시 서초구 서초동 1686-9,37.496937,127.017375,435,24,6,763,268,19,대림산업(주)
126726,서초그랑자이,서울시 서초구 서초동 1335,37.489133,127.025992,1446,139,9,2892,299,15,지에스건설(주)
15992,서초극동스타클래스 I,서울시 서초구 서초동 1616-10,37.487828,127.022865,90,0,2,128,265,28,극동건설(주)
24410,서초극동스타클래스2,서울시 서초구 서초동 1615-10,37.488675,127.022865,60,0,2,71,227,37,극동건설(주)
8495,서초금호어울림,서울시 서초구 서초동 1467-97,37.478612,127.006829,84,0,1,174,299,22,금호산업주식회사
22367,서초나산스위트,서울시 서초구 서초동 1330-16,37.493804,127.028566,24,0,1,42,561,58,나산종합건설주식회사
103857,서초네스피아,서울시 서초구 서초동 1466-2,37.480681,127.009639,24,0,2,34,0,0,(주)조인건설
127193,서초노블레스(1362-10),서울시 서초구 서초동 1362-10,37.485599,127.032525,50,0,1,26,459,59,(주)세븐업건설
127562,서초노블레스(1560-7),서울시 서초구 서초동 1560-7,37.489435,127.011074,7,0,1,7,188,59,재진건설(주)
25480,서초노빌리에,서울시 서초구 서초동 1566-19,37.489912,127.01335,19,0,1,23,199,27,건덕산업개발(주)
476,서초녹원,서울시 서초구 서초동 1666-14,37.492503,127.01724,35,0,1,40,184,32,(주)녹원건설 최영태
136744,서초다솔맴버스,서울시 서초구 서초동 1507-61,37.486662,127.005948,6,0,1,10,295,59,(주)삼이건설
101662,서초대림빌라트,서울시 서초구 서초동 1518-6,37.485205,127.005384,18,0,1,49,247,45,
22449,서초대성유니드,서울시 서초구 서초동 1487-121,37.481007,127.005519,19,0,1,31,287,33,대성산업(주)
10874,서초대우(엘로즈카운티),서울시 서초구 서초동 1467-3,37.47962,127.00636,73,0,1,210,398,39,대우건설(주)
17384,서초대우디오빌프라임,서울시 서초구 서초동 1337-22,37.4916,127.030121,112,0,1,196,814,59,(주)대우건설
103229,서초대우로얄카운티,서울시 서초구 서초동 1494-6,37.484716,127.001987,10,0,1,21,173,48,
13290,서초대우아이빌,서울시 서초구 서초동 1675-11,37.494245,127.017602,215,0,1,163,783,59,(주)대우건설
101444,서초동아,서울시 서초구 서초동 1527-14,37.483915,127.008499,12,0,1,22,238,49,동해공영주식회사
8615,서초동아빌라트1타운,서울시 서초구 서초동 1678-1,37.49517,127.019388,19,0,1,64,399,48,동아건설산업(주)
8616,서초동아빌라트2타운,서울시 서초구 서초동 1678-2,37.495181,127.019873,19,0,1,49,386,46,동아건설산업(주)
22368,서초동아타워,서울시 서초구 서초동 1321-6,37.495865,127.024999,64,0,1,117,649,51,동아건설산업(주)
18345,서초동일하이빌,서울시 서초구 서초동 1542-1,37.491445,127.008185,54,0,2,43,649,56,(주)동일토건
128438,서초동지에스타워,서울시 서초구 서초동 1675-10번지 일원,37.493965,127.017771,54,0,1,27,499,59,(주)아이에스건설
19580,서초두산위브,서울시 서초구 서초동 1362,37.486133,127.032566,78,0,1,112,509,39,두산산업개발(주)
17761,서초두산위브2,서울시 서초구 서초동 1507-38,37.487071,127.004421,47,0,1,91,258,29,두산산업개발
115752,서초드림하이츠,서울시 서초구 서초동 1617-26,37.487598,127.021948,10,0,1,13,237,54,하라산업(주)
1285,서초래미안,서울시 서초구 서초동 1682,37.498528,127.019039,1129,0,13,1821,320,20,삼성물산
22630,서초래미안3차,서울시 서초구 서초동 1487-145,37.480606,127.007186,31,0,1,89,256,27,삼성물산(주)
19329,서초래미안4차,서울시 서초구 서초동 1473-2,37.481062,127.01107,56,0,1,101,241,27,삼성물산
19352,서초래미안5차,서울시 서초구 서초동 1522-1,37.485839,127.007988,54,0,1,108,248,32,삼성물산(주)건설부문
19353,서초래미안6차,서울시 서초구 서초동 1520-9,37.485789,127.007333,57,0,2,112,244,37,삼성물산(주)건설부문
19354,서초래미안7차,서울시 서초구 서초동 1642-34,37.492224,127.018296,79,0,2,171,245,28,삼성물산(주)건설부문
13808,서초레몬,서울시 서초구 서초동 1600-11,37.485881,127.015156,24,0,1,47,0,0,우정건설
11393,서초로얄,서울시 서초구 서초동 1627-3,37.48864,127.01725,40,0,1,44,316,35,수산건설
22969,서초로얄스위트,서울시 서초구 서초동 1492-4,37.484775,127.003603,17,0,1,35,249,44,이수건설(주)
104888,서초로즈힐,서울시 서초구 서초동 1527-10,37.484411,127.008572,14,0,1,23,242,40,오근종합건설주식회사
3007,서초롯데캐슬84,서울시 서초구 서초동 1642-14,37.49273,127.01833,84,0,2,267,298,25,롯데건설(주)
13440,서초롯데캐슬리버티,서울시 서초구 서초동 1620-20,37.48748,127.01673,132,0,3,230,238,34,롯데건설주식회사
101468,서초롯데캐슬메디치,서울시 서초구 서초동 1656-4,37.491578,127.014312,50,0,1,113,628,59,롯데건설(주)
104694,서초롯데캐슬프레지던트,서울시 서초구 서초동 1681-8,37.496912,127.019738,280,7,3,429,283,16,롯데건설(주)
9059,서초리시온,서울시 서초구 서초동 1671-5,37.49346,127.01552,293,0,1,237,622,57,대림산업(주)
100693,서초리젠,서울시 서초구 서초동 1444-19,37.48427,127.019745,18,0,1,42,249,35,(주)드림시드
23140,서초벽산블루밍,서울시 서초구 서초동 1347-20,37.48587,127.02574,60,0,2,84,262,29,벽산건설(주)
117547,서초블레스,서울시 서초구 서초동 1532-10,37.484353,127.009336,16,0,1,16,249,49,반석종합건설(주)
128992,서초블리스,서울시 서초구 서초동 1364-26,37.485856,127.029985,23,0,1,20,249,47,고금종합건설(주)
